path,tracked,pre_batch_hash,current_hash,file_bytes,file_count,reason,owner,required_by_pipeline,safe_to_ignore,must_preserve,move_to_isolated_evidence,note
ultimate_pipeline/domain_gap/tile_reporter.py,False,,c9263b4c1f8125cafe7f0a43065a31d411e9e2546aa11143cecfc9a0f87d39ff,988,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/domain_gap/topology_gap.py,False,,6a30f37291ad82ede795a1ebdf2fdc36c91c80222df650f02e1666fb5e41ab60,2200,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/domain_gap/validator.py,False,,311815b60d10a7826c4e5df5580111331361ed37ea45e6d82ec57abf6e0bca4f,717,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/domain_gap_cli.py,False,,d3d94c9115dcd438d1c6eda17b9c1d7c43e2e1ac05a8b90f32c514eaf1e2f2a4,1382,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/domain_gap_gnn/,False,,d73fb7406fffd018ffd8abbf81f9c24d9f892b5287ad7d9818bdc38b034df26d,,22,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/enrichment/blender_runner.py,False,,4bc29e3a15d830bc401d09b6385841400c0f3537a6cad9315ad6cfb506433f58,18042,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/building_extruder.py,False,,badef5d798f1b89d1df4d5094eefb0076d96026d9c8b88fca74ba4b22a5c5c0a,4603,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/elevation_importer.py,False,,84ebdbdcd378514c2c219ac5a92284d15e841cace4cd4be75f3c1859d89d99f6,66224,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/elevation_link_offset_solver.py,False,,89af6f663e87a5e9466cab46b3b56d7e4c7eb9b1012a2f32fd5b4fb37d3b8c79,9360,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/lane_generator.py,False,,9cac4e2534c09a412f2c70e36b45f38af1191ee367d2f8cc110f70e8914983ba,6955,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/object_injector.py,False,,f3ad47fb421602f54c74c97c9a028eea1597ee68925af6e912c88f1ac204ed67,5020,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/osm2world_runner.py,False,,451a2009e02de3f8751832d1ff12fb061c9a7e9228038ca5c35274c2a63d2d27,33614,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/osm_meta_index.py,False,,7d306ab017dd6ec203fcbdc3c1f055b70fa334a2916bf8f5a3f860d3eb1470c4,3319,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/osm_polygon_loader.py,False,,12a6f59c50ca3cf75103c58c9f1e5d379305af4712e906e716a39ffa3ea5cb75,9218,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/realism.py,False,,c502944cd82799c8fdee7167bc7c0770a51c09b581846c4c758e55cc8ac69b34,5700,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/regulatory_sign_writer.py,False,,1e3c8c1d50c90f1250852d57b18aabdb1fb889bb2ed5a16579018096b19c8f31,3918,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/sidewalk_builder.py,False,,a3f2cdfbe43b9e085ca558392ffb68911a1309df2637ab108e88a292eb42b5b2,7122,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/speed_limit_writer.py,False,,75f1bd0dbebe02e2e5ff61c95fdd80af0d1edc7a9d04d382dc04b4efde6ef5ba,3638,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/street_furniture_rules.py,False,,f92f4d2280e7c83e72cd43c878335565666b19ec46a8ee8903cd1d6c8a3018cd,907,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/traffic_light_infer.py,False,,26c1e33d9dbbc981dd9d9e3deefa2f58f521e1e3532a899360b52f3057043b6e,7886,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/enrichment/turn_lanes_writer.py,False,,55d57512628c395e05a31d933fbfb366266a12d9ebbfe2a4ec9ae53f8552744f,2277,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/experiments/evaluator.py,False,,ee3c580bca4e4816e97db6b00dd4a066bcbddc172785d3abe6ce43b8fa31717b,5788,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/experiments/experiment_schema.py,False,,a408989b38fa8351ee15f7480b716ac6c25402c1bc54234b2abcc514634726a8,781,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/experiments/rl_fuzzer.py,False,,8e23385191ec7ea7b6e6364b89ad4bc1fc7cfbf6b3570484526eab7135196ba4,2679,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/experiments/runner.py,False,,b97c9e40cb9b60c41206558680965d37603b2cd081372fc0a7820e79b6456bcc,1975,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/experiments/thesis/,False,,b5ef9ad9e94273c94e446fa9fa52523bfc1f505e7cf5afa427b9a2d6c2b9540b,,44,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/experiments/trainer.py,False,,ffed1b111bed20d534677c8636a33f7fc9e3fd3781176fce6ee1f51ef5ca9313,1891,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/fixes/,False,,7c8785e24e8162a5f8891bccfd53f8bdba50dfa58e60842f5b5b97e821552ad3,,4,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/geometry/crosssection_repair.py,False,,bf25d424be6db923caec80e47f34bd858a4f21787cc4ebee3b3f1de763b7ba77,2176,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/elevation_smoother.py,False,,1841651b40080910b130fee9712791ad122773222cc9cb648e0aaa89818fcb15,1369,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/geometry_validator.py,False,,81192afc91acaf89dc84163aa4d38d5ca33689b40fc7b9ade85259520eed1251,9546,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/lane_seam_checker.py,False,,cc0f0a465329acc207a7862f39eb27f700b0c8e6151bce0ab9ae2d8b267e96ab,4710,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/lane_width_clamp.py,False,,0c1f0c688a18ea92751eecc8e76a43db719c0eb39edcd824bbc52bf924223d51,613,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/laneoffset_normalizer.py,False,,9377850ac95976d02bf097413a15daee194c34bc27e15cd0e49b90833604c1b6,6428,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/laneoffset_smoother.py,False,,d517604054cc50d616d7a8a6e95b77bf4649c7c2d1597e3cb74fd96aaa0ff294,1758,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/lanesection_boundary_fixer.py,False,,1994742299fb5d8047d4c314a51d03dcef1fbbc622356d5191e95cf7f39de9fc,2036,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/mesh_continuity_repairer.py,False,,7696ecf61a04e4dd1074078941fb970c658b18aedef48df69d8b960b75a26b30,17243,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/geometry/quarantine_bad_roads.py,False,,725d4a72d2d2f051051c941d26a6a15435650a67f3a49c1ac7b7bda850e69e5e,8612,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/hpc/,False,,33d727274f3c0b5c01ac31a0b45268053d0aa0b89874b52b26b9ed8db1734efd,,32,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/inventory_processor.py,False,,ce7d330a2e175eaba92a7bdf2db05a6e080c19e92556c3243dac580682a1da8a,13878,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/lanes/,False,,6e6ac2c21e3572aea0692afe94546813de594a5d4c436a8605e1905ae5a61d2e,,6,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/llm/,False,,3b5608c4e32154aa64dd5e40005e3288b5270e586659f37cfa367f15773acbea,,16,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/map_fixes/,False,,4ddb41be072c9a51a54254262742d9cff4b036d95744487955d1bce0f7938ccc,,4,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/ml/,False,,c5cd41213fcaadb80978d2a03449d5903e520bfd7b268b02ad5fe1cb3faa0d3d,,2,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/optional/,False,,8a37c311f3575a7282679bc4b04c498ab64effcd15442eb9bbdaa2815f17a071,,2,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/osm/,False,,5d461ce1fb38a68695dd21d7a2396a5a27168499a564cd77baf135aa113c19a6,,6,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/perception/__init__.py,False,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/dataset_generator.py,False,,ae34374126c65fad26f311ad941da8e34e9afcd27b1b991f1076c6dd20366607,20440,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/eval_real_unlabeled.py,False,,ff273b181d21091ad410a570358693eb9f0abf266184b78f065e798f479d3a75,7220,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/eval_sim_labeled.py,False,,3a17c8a8d12fceabe5603037f5bbe98edf3a5d769be6b97eca690bb9b073068b,7614,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/min_train_segmentation.py,False,,8ae32f88fd78ef0e4eeeb09bb2f6dc7a98a70a1df8fe836fefc9f883e324cfbf,3910,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/perception_api.py,False,,56e7893d22305eda3403ae6d4ab61d6126e952ebea169e567ea6e4d95f079377,7610,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/perception_metrics.py,False,,a6864c4c94e868e07e4913fbc2ea51823e5188592427501123bb54b468873182,5171,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/perception_metrics_exporter.py,False,,0316ec465c9400722ab09fbad8f1ce3e6965384ae2357b99aaa7a77896c02d61,9102,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/perception_metrics_simple.py,False,,b46c587f15a3cba591bc1a144cc35484a8547e6184a59c7034a9aaee31abd2d4,3080,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/perception_runner_local_aug.py,False,,94502e0735c785e2849b15f7dc80f9c427f526bdd7848f33f39ae82168be1431,20669,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/record_route.py,False,,1ff6ee098e148a6a6da81cdbda3764072ba93e042873e28b91fe9ed60ada82bf,74161,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/record_route_fixed.py,False,,4b7b5372cb95c7f0cd32c5d8cbe2b5a0cffb5413921e3f7f0304bbd8db3d64d7,125071,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/rig_verifier.py,False,,b57186473f5af406ce9b3e078d98841352553fc6ad676a706a53718a5af6cda7,981,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/run_capture_end2end.py,False,,a269c0ad2bf581fa311ee94898044023be730829a07745e9900c1fbd3cae797f,13074,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/run_training.py,False,,1c25ab384149a4bb7fda94b1a05d9db994f86027b17d9dc25cb8141558350726,3881,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/segmentation_dataset_generator_queues.py,False,,e2e4dea462d016343457b583456e50c0037f6fc42facd24ca430c8411e674a22,10867,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception/train_launcher.py,False,,4dcc0d42cd972c8935db12ecbe6d68096900a72d954fae79afbc9dd798975ebe,7063,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/perception_smoke.py,False,,a09900b5791621c28958de43104331e25a7ed45465b6ab1375a8ec4e7ca570af,5645,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/__init__.py,False,,fded00e5e360315a7eb69a5e6c272c2a717b049aaa1bc67df941518b5db2a87c,58,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_00_preflight_carla.py,False,,965f0df692fd154ce743e1280d990208e44f9ecae3993e631b4ee186dc724520,5520,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_01_sanitize.py,False,,a9c70b0a1dba5d6f24853f4caf073654f6a5d980531f9b69f7783df635f113fb,1569,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_02_topology_semantics.py,False,,725b8e5d76b13d734a90e02f39f19a86d4ffb6aef06b0944f4507f6f9a6787d2,8069,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_03_topology_repair.py,False,,0c4bba0fd25e2b57dd46df0e53043df5399d7a4a613b1eb050ecde594b0f3177,4135,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_07_lanes.py,False,,4e3d3c19792596249b7efbabd1636219bfb1902801a36769cc54d33046b8ad22,8933,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_10_tile_qa.py,False,,59d01e276315e627e7f7b9ff1386de8ea4a5f196ff1397253df198994ef8396a,36235,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_11_12_sim_domain.py,False,,cbd42c46eeb7811f70789cf5c26592b9264a4928376bc16bb4f1762a57379bc8,9692,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_11_simulation.py,False,,5581f3c4961a9c6b67fafee7a41edc4f1796153eecf4bbf615b61fabfd3ec733,3620,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_12_domain_gap.py,False,,ebaa6bf1040b4b3394d7c1fc6246e10f0ef0bf14d55108cc0aa2ebf83223a210,7003,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/pipeline_stages/stage_14_finalization.py,False,,419d781554266678799fd1f72c2638da935ba3ff2c53f613586ec552d980e3ef,19830,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/autofix_postprune_elevation.py,False,,e34b308b3c612397de4907717dbaf01670146d4cc81cdb4c32883261a672d97b,6640,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/carla_pruner.py,False,,ce6c80d9cbf65a669752ecabbeef71238294ed9e2cd6df0cdc603abda9c20b14,18783,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_carla_import_s.py,False,,e0985af7a93e169abad1751b123bbef9f6f628d9694889ed548af29a45c8a6b5,6002,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_carla_opendrive_compat.py,False,,a0bc221c732f2fbf6792cef2a43f85a125458fabf63fc22cf70b78ba22a683f0,12189,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_dem_coverage.py,False,,88306edd6ce7daacea560426eead669c61db83a8ffe6615aff87c7f021a792b0,15348,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_dem_full_coverage.py,False,,9d4ea536fa45dab24caea1ab989252c7a31007533265b7b7a2914c256100cc34,7905,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_determinism.py,False,,f1af6e24967af429dcb0f83fa16ec1d2cf23dfd207d9df9f9763812095fcc485,9537,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_drivability_smoke.py,False,,b4dc81590e268d67a91c91d9f664c829148ec85e134e12f1e99ffe4f7d1a2576,10674,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_elevation_continuity.py,False,,ffa61f642d4eb4af2467489dd0481881e24a43eee00c6a845c55bdf830651656,7153,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_elevation_missing_and_cliffs.py,False,,4728723cf5b9452cff40a6a79e7020ebee2f91b3f76c7f63cd5206c5c3db3eef,8085,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_elevation_profile.py,False,,ab8ab6350aaa29b7c62b6adbc9e4f2493a32404fb2e29a165f8a380f13a42854,6089,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_elevation_seams.py,False,,c0e2802a008e3305ae8c4ebcd2a6e8ef87e87009e5c51d0fe3681bd256d3d981,6055,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_elevation_smoothness.py,False,,7bf4a063f221ef73f34967785d5783fc102816fb2b19613092f79da8215d74b3,1887,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_external_libopendrive.py,False,,20cccf7497879a66efe01df192fd49f237d75df31a51a1d63646ea77322aa6b0,4735,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_junction_integrity.py,False,,c552a55854706fc02725814857a649223ac9b21bfd30ba0862461b453fbafb5c,5289,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_lane_connectivity.py,False,,7f8ac62e936227770dfcc8737fb777ff99fe9cf5c7e24a5df0534d6ab13298b6,15122,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_lane_geometry_continuity.py,False,,12e589f64a30859c6c5794c00d5af2aeb8e5cdb358bbc85b95dbfac8d344d458,7170,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_lane_link_targets_exist.py,False,,646b1cb712a543c218cd6ae2d99c200c682ccbac44ba9432d78cea4512a451c7,11253,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_lane_section_successors.py,False,,99ccf773c3c47e4fa02b187116e29e5a096d31d98976ab32e804d34224bc4652,5627,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_lane_width_continuity.py,False,,39d146cb0592c863e1076b5e4f55f13d7777b8e8c3b896dd8f8335b2ed535ad3,5170,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_origin_sanity.py,False,,1574ec1327fc13dfcbd7e64bd5dc92051b64c147bda178a39671682cd2ff3fd8,2427,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_physics_feasibility.py,False,,4a1f46f88739c99dda1d92b8731d6ef0cba9d9f7ffb72aaf02a8911217be9ac8,2394,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_post_tiling_integrity.py,False,,a9aa3477bcff968e3461bbf162d18743700c69c4f9c43223512818e854d1442f,4963,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_randomness_entropy.py,False,,881a48d8e9ed2a83ba411405b1dae327e711a510849ccf766b888b1bf211079a,1428,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_semantic_overlap.py,False,,8df4d8119cc4a97b168a686ad40c4c841eb6ae711dcc216894e688d0188140c0,1533,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_xml_integrity.py,False,,01befdfda91384eb2db28f1d4197a5ee51ab1f29c82eca4fd3a978f34fba3dd1,1397,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/check_xodr_schema.py,False,,758ee44ccdcd9c74796bc7bbc098cec51336bfa035ecaa2b86ceb4ff4441d18a,2261,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/collision_mesh.py,False,,9af74677f8683117a36bbe5032b81abd802a2ff6e2bf6d3d95c3382956b675a3,2891,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/entropy.py,False,,d14d598c30ef14cbe12eb89fc7fd0e3da9895af8b374b87dd5c7e237ebcbccb9,427,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/lane_width_invariants.py,False,,049c5bdc788edf6acc6991b1b5d045e3d853edbf00b3e2c1aeb9f3adda17efa4,6948,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/map_acceptance.py,False,,3daa57afc6339b7e0053035cfe19d91d643b1dc76dab042faf640b99e9303ca7,7153,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/pipeline_health_summary.py,False,,58195238591b0ffb2f80ec7ce0474d8ba8e333cf331ebe9ce681c83c77fb4a4f,12403,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/quality_gate_manager.py,False,,8ff6745fcfd3269b671f46d083923f427fbadb266945731123d65f2a18d3efa7,14981,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/quality_gates.py,False,,405f6942b533b59fa529bb5439002194b0eacc92fee4eee8912bcf1512747a28,8048,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/quarantine_bad_roads.py,False,,be17c5c7fcd86503085592c8a2bf9d564ec5a41bbe428c90896c2d81432d4467,4816,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/road_classification_gap.py,False,,40e1af458602ee0df9484a17f0d51fa55565e8ead6b637b472864672c774ba1b,2105,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/road_link_endpoint_errors.py,False,,1e71f4236b33433df1abe1c0595dbe37be96e57c18c7d1b5b9c71301caff2649,23447,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/semantic_overlap.py,False,,69580d4c2c9d3c4106d9831084a110eec80ccaf4905fb4bbb1090a7f4b949545,316,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/xodr_junction_ref_cleanup.py,False,,39ad3116273a5c98da7fe0624659c1c5a942f4216ca601acbced3257f0b7cee7,3028,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/quality/xodr_strict_validator.py,False,,4d3208551f2578a593f95c1bc17dcc1c47a0c6cc13fe4f0495063291d4866efe,24710,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/reports/,False,,c1215efb86150b776fcde7179fc768e6a87fae30125c5ffa1d197fe6a59eaefb,,4,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/run_determinism_audit.py,False,,1a4bd0cf6f498fa372c659426400f4ddc09978a8ca4d2daa56477d948f8a0ef5,64493,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/run_full_test.py,False,,cb056a1619f81838686f206a040d4344d5166e8ca99742e2edfd262945a029c5,9972,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/run_generalization_experiments.py,False,,a61c9739543eaf687c476ca81e453d86619feba73928dfc4873463474c3148fe,20241,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/run_pipeline.py,False,,fec317692faceb44865c64b3082e77ba8df6c8b4cd8aa7142129d6bf99ede23f,2339,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/run_quality_gates.py,False,,ab2b515dd253a7a380ba533a4c1d6ba337360bc4ef94555e15bef813ed90aef4,2367,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/scenarios/,False,,6510f55937e5e5120bf7dd8510c47474b7ea56caed08ed2be79c62122698844d,,4,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/semantics/,False,,40ac5cd69f99e0350c3ec630b4c85b9d1765889e5bf73c000370321857a257f4,,4,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/sensors/,False,,b791da73d4df3244f10f73bd2288cc3f92c149a862bc29123eb6c8b76a7fefec,,17,unclassified dev artifact,dev,False,False,True,False,
ultimate_pipeline/settings.py,False,,d3e073412c50c6826fefd664e7f277ced7baca5e44b0686888822677b5416c3c,176,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/sitecustomize.py,False,,360329a5e7a403ce3962601ed90f2e6bb8ea774e8656a3757554f413b4e7d9d8,934,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/system_integrity_checker.py,False,,7ca1baf7b544d3522b2814e2c6f781535663415a2979223b285015ace4d178a5,5683,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_deterministic_alignment.py,False,,fed836e9cea87d903372bfcf67f79d8d8e19ec529cabccdaa9476bd1200e82bb,1768,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_perception_collect_tools.py,False,,60597cab10a11e4214d97d119e97b895fdff4a99a994571865601a10f216ee5a,1832,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_reload_ready_for_sensors.py,False,,9f5a0ed09404b2fc6cc86524994cca9cf129323d5c8a7ea62ffa76b1c90996dd,3696,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_run_root_inference.py,False,,7244ed9de165137d6bfcb5db72490790aa0f83acc599b9c828524988aa7010b3,917,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_sumo_repair.py,False,,311f76c1a14188402c45f7703ad03334f449d4769f9135a8551eef180f482932,2475,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/test_wait_for_first_sample.py,False,,679ff83f3a03adb08b7e05c8f99bbc0b149ed923bf9bd8804c4ea26e19286b9d,2308,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_connectivity_gap.py,False,,16f9dcab01042f0c0e376d41318104108f0a56c3a8b6abfd3630edd068b32b58,14710,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_connectivity_gap_always_present.py,False,,e51d0f13c2609c7feddf4b9cdae49e7cd78128ae00701c4a81c9bb2f652ab566,6527,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_osm_meta_index.py,False,,595ccb377e842063311c715d165b9c18f197af974d2d87f904286657b5ccf561,8294,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_run_full_domain_gap_offline_carla_guard.py,False,,f16fcbb0f7cbcdcde46af7d556f26d9d5889940054b9e294e55139aeb62b448a,2485,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_run_full_domain_gap_reproducibility.py,False,,c910b95b34ad613c6848fede670f799896dff2aec28f097e626f5fb55338c520,2510,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_tile_crs_alignment.py,False,,f850f5be4c13d16366c2f77b1ae8929a6231a5cc2d0962cd6c0ee6affd00d399,4466,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_tile_extractor_crs.py,False,,b22c35dc2413dd26e0c366e3dd78620ce195fafb444f9065abf7049a316ec922,2073,,root-level dev artifact (script/report),dev,False,False,True,False,
ultimate_pipeline/tests/unit/test_tile_gap_evaluator.py,False,,6d9b81f423b210bdf6f3490d54dbe5b2b45a99397e40d02b9097feefccaadb94,4450,,root-level dev artifact (script/report),dev,False,False,True,False,
